City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
286,Oborniki,20,PL,1595266708,72,52.65,16.81,70.0,8.05
287,College,40,US,1595266509,63,64.86,-147.8,64.4,5.82
288,Moussoro,63,TD,1595266543,68,13.64,16.49,79.86,15.84
289,Trincomalee,94,LK,1595266709,80,8.57,81.23,80.85,9.71
290,Cockburn Town,40,TC,1595266504,62,21.46,-71.14,87.8,13.87
291,La Rioja,20,ES,1595266438,30,42.25,-2.5,95.0,3.36
292,Ust'-Ilimsk,7,RU,1595266710,73,58.0,102.66,46.13,2.24
293,Iskateley,40,RU,1595266710,61,67.68,53.15,62.24,3.53
294,Lüderitz,0,NA,1595266710,23,-26.65,15.16,73.4,3.36
295,Broken Hill,36,AU,1595266710,66,-31.95,141.43,48.2,10.29
296,Zhigalovo,47,RU,1595266710,82,54.81,105.16,45.19,0.87
297,Kambove,0,CD,1595266711,50,-10.88,26.6,57.9,4.05
298,The Valley,20,AI,1595266575,62,18.22,-63.06,89.6,12.75
299,Te Anau,89,NZ,1595266711,89,-45.42,167.72,42.13,2.82
300,Anloga,40,GH,1595266711,83,5.79,0.9,78.8,11.41
301,Chara,100,RU,1595266711,88,56.91,118.26,55.71,1.66
302,Piaçabuçu,35,BR,1595266712,70,-10.41,-36.43,78.67,12.71
303,Puri,40,IN,1595266712,89,19.8,85.85,84.2,9.17
304,Chivay,94,PE,1595266712,23,-15.64,-71.6,61.79,7.45
305,Lázaro Cárdenas,11,MX,1595266713,59,17.96,-102.2,89.08,5.14
306,Itarema,69,BR,1595266626,61,-2.92,-39.92,84.11,16.31
307,Guerrero Negro,0,MX,1595266713,40,27.98,-114.06,85.66,6.51
308,Touros,75,BR,1595266496,88,-5.2,-35.46,78.8,6.93
309,Bowen,43,AU,1595266714,93,-20.02,148.23,62.01,5.68
310,Kharan,0,PK,1595266714,11,28.58,65.42,89.08,5.3
311,Yar-Sale,100,RU,1595266510,53,66.83,70.83,60.82,7.25
312,Terrace,90,CA,1595266592,87,54.52,-128.6,60.8,6.93
313,Cayenne,77,GF,1595266502,70,4.93,-52.33,84.2,6.93
314,Pacifica,75,US,1595266628,68,37.61,-122.49,66.99,11.41
315,Mahenge,1,TZ,1595266715,66,-8.68,36.72,60.12,2.13
316,Nishihara,20,JP,1595266715,88,26.18,127.76,82.4,5.82
317,Yatou,0,CN,1595266716,90,37.15,122.38,69.15,6.29
318,Mujiayingzi,92,CN,1595266716,49,42.12,118.78,68.4,4.25
319,Miraflores,75,MX,1595266716,46,19.22,-98.81,71.6,5.82
320,Carauari,87,BR,1595266558,44,-4.88,-66.9,93.04,4.38
321,Birao,72,CF,1595266716,89,10.28,22.79,72.99,2.77
322,Antofagasta,75,CL,1595266502,72,-23.65,-70.4,59.0,13.87
323,Beringovskiy,0,RU,1595266717,84,63.05,179.32,45.36,11.79
324,Talnakh,90,RU,1595266717,100,69.49,88.4,50.0,8.95
325,Adrar,23,MR,1595266717,12,20.5,-10.07,106.32,15.03
326,Sidi Ali,0,DZ,1595266717,29,36.1,0.42,87.21,18.9
327,Magadan,0,RU,1595266718,78,59.57,150.8,53.4,4.97
328,Makīnsk,53,KZ,1595266718,83,52.63,70.42,66.56,5.75
329,Kumla,79,SE,1595266718,55,59.13,15.14,66.2,11.41
330,Boa Vista,75,BR,1595266718,88,2.82,-60.67,77.0,6.93
331,Hithadhoo,100,MV,1595266719,79,-0.6,73.08,84.2,13.96
332,Ancud,20,CL,1595266579,76,-41.87,-73.82,53.6,5.82
333,Ziyang,100,CN,1595266719,93,29.25,117.85,74.08,1.03
334,Oktyabr'skoye,0,RU,1595266719,48,43.06,44.74,89.01,2.24
335,Gornopravdinsk,8,RU,1595266516,75,60.05,69.9,55.74,6.73
336,Nelson Bay,0,AU,1595266576,80,-32.72,152.15,41.0,9.17
337,Angoche,3,MZ,1595266720,77,-16.23,39.91,70.74,8.32
338,Arraial do Cabo,0,BR,1595266720,61,-22.97,-42.03,80.6,17.22
339,Alofi,75,NU,1595266721,100,-19.06,-169.92,75.2,6.93
340,Wajid,60,SO,1595266721,46,3.81,43.25,80.01,15.43
341,Dwārka,85,IN,1595266721,80,22.24,68.97,84.7,18.45
342,Zelenoborskiy,67,RU,1595266721,77,66.84,32.36,61.77,5.66
343,Tabou,63,CI,1595266721,83,4.42,-7.35,77.74,11.16
344,Semnan,0,IR,1595266722,25,35.57,53.4,84.65,7.67
345,Ulaangom,77,MN,1595266722,67,49.98,92.07,67.75,2.95
346,Amapá,20,BR,1595266722,72,1.0,-52.0,83.64,3.87
347,Remedios,75,CU,1595266722,83,22.49,-79.55,77.0,13.87
348,Awjilah,0,LY,1595266723,22,29.11,21.29,88.97,8.84
349,São João do Piauí,32,BR,1595266723,35,-8.36,-42.25,90.12,11.18
350,Norsup,20,VU,1595266723,69,-16.07,167.38,68.72,6.22
351,Pacific Grove,58,US,1595266516,91,36.62,-121.92,60.01,1.01
352,Narsaq,40,GL,1595266480,37,60.92,-46.05,69.8,6.93
353,Portland,1,US,1595266684,64,45.52,-122.68,79.0,5.82
354,Nanortalik,43,GL,1595266724,64,60.14,-45.24,51.06,4.5
355,Lavrentiya,95,RU,1595266725,80,65.58,-171.0,44.22,7.92
356,Nkhata Bay,0,MW,1595266725,66,-11.61,34.29,67.19,3.87
357,Punta Alta,100,AR,1595266725,83,-38.88,-62.07,49.46,20.58
358,Kruisfontein,13,ZA,1595266507,96,-34.0,24.73,58.39,3.56
359,Santander,75,ES,1595266726,73,43.46,-3.8,73.4,3.36
360,Berlevåg,96,NO,1595266491,93,70.86,29.09,53.53,10.83
361,Dingle,42,PH,1595266510,83,11.0,122.67,77.47,4.18
362,Banda Aceh,93,ID,1595266727,82,5.56,95.32,79.81,6.06
363,Inuvik,90,CA,1595266704,76,68.35,-133.72,51.8,8.05
364,Sola,82,VU,1595266727,73,-13.88,167.55,76.39,15.48
365,Karla,20,EE,1595266727,77,59.37,24.93,69.01,6.93
366,Chongwe,1,ZM,1595266728,59,-15.33,28.68,55.31,5.95
367,Bilibino,2,RU,1595266477,47,68.05,166.44,60.22,2.57
368,Nhamundá,87,BR,1595266728,39,-2.19,-56.71,94.77,4.83
369,Rawson,100,AR,1595266581,76,-43.3,-65.1,46.35,17.94
370,Raja,94,SS,1595266728,93,8.46,25.68,70.23,3.02
371,Hakui,100,JP,1595266729,94,36.88,136.78,79.0,0.89
372,Hasaki,75,JP,1595266729,100,35.73,140.83,69.01,5.82
373,Jertih,20,MY,1595266729,83,5.73,102.49,82.4,2.24
374,Atbasar,87,KZ,1595266729,54,51.8,68.33,73.58,8.3
375,Chapais,90,CA,1595266730,93,49.78,-74.85,53.6,16.11
376,Hwange,0,ZW,1595266730,39,-18.37,26.5,57.87,1.41
377,Avera,1,US,1595266551,44,33.19,-82.53,96.8,6.93
378,Talcahuano,75,CL,1595266730,87,-36.72,-73.12,57.2,12.75
379,Kudahuvadhoo,100,MV,1595266731,76,2.67,72.89,84.02,20.13
380,Acajutla,20,SV,1595266731,51,13.59,-89.83,86.0,2.24
381,Trelew,100,AR,1595266731,73,-43.25,-65.31,46.78,17.6
382,Yulara,75,AU,1595266731,100,-25.24,130.99,46.4,6.93
383,Gurupi,11,BR,1595266732,23,-11.73,-49.07,90.55,6.08
384,Port Elizabeth,0,ZA,1595266732,100,-33.92,25.57,60.8,6.93
385,Seabra,53,BR,1595266732,43,-12.42,-41.77,76.8,11.34
386,Puerto Madryn,100,AR,1595266732,73,-42.77,-65.04,47.95,17.13
387,Phan Thiet,99,VN,1595266732,81,10.93,108.1,78.62,2.37
388,Ovsyanka,40,RU,1595266733,93,55.96,92.55,60.8,4.47
389,Matanzas,40,CU,1595266563,79,23.04,-81.58,84.2,14.99
390,Brae,59,GB,1595266733,76,60.4,-1.35,55.4,8.05
391,Pedernales,20,DO,1595266733,52,18.04,-71.74,93.2,13.87
392,Chui,93,UY,1595266733,79,-33.7,-53.46,69.78,8.52
393,Ixtapa,20,MX,1595266734,66,20.7,-105.2,90.0,4.7
394,Verkhoyansk,9,RU,1595266734,84,67.54,133.38,64.29,3.65
395,Cananea,64,MX,1595266734,35,30.95,-110.3,88.0,7.34
396,Praia,75,CV,1595266729,66,14.92,-23.51,84.2,6.93
397,Cayhagan,76,PH,1595266734,81,9.67,122.43,80.06,2.28
398,Santa Cruz de la Sierra,75,BO,1595266544,55,-17.8,-63.17,87.8,25.28
399,Biak,30,ID,1595266735,83,-0.91,122.88,76.24,5.3
400,Marrakesh,40,MA,1595266529,29,31.63,-8.01,98.6,10.29
401,Troitskoye,29,RU,1595266736,81,52.98,84.68,65.14,2.3
402,Vráble,15,SK,1595266736,53,48.24,18.31,82.99,1.01
403,Faya,93,SA,1595266487,64,18.39,42.45,68.0,6.93
404,‘Āhuimanu,90,US,1595266736,69,21.44,-157.84,78.8,13.87
405,Luena,0,AO,1595266736,45,-11.78,19.92,58.37,1.63
406,Mataram,20,ID,1595266737,100,-8.58,116.12,75.2,3.36
407,Kissidougou,73,GN,1595266737,92,9.18,-10.1,76.28,5.14
408,Penzance,0,GB,1595266549,63,50.12,-5.54,66.0,16.11
409,Richards Bay,0,ZA,1595266737,79,-28.78,32.04,63.5,9.57
410,Zeya,99,RU,1595266737,94,53.75,127.27,60.93,5.93
411,Muisne,75,EC,1595266738,74,0.6,-80.03,82.4,8.05
412,Sitka,90,US,1595266738,93,57.05,-135.33,57.2,11.41
413,Longview,40,US,1595266554,58,32.5,-94.74,90.0,8.05
414,North Bend,90,US,1595266738,100,43.41,-124.22,70.0,6.93
415,Novy Urengoy,88,RU,1595266739,69,66.08,76.63,55.8,9.66
416,Ahipara,42,NZ,1595266739,92,-35.17,173.17,56.12,7.16
417,Zaraza,55,VE,1595266739,81,9.35,-65.32,84.58,3.78
418,Escanaba,90,US,1595266739,63,45.75,-87.06,64.4,8.05
419,Eséka,92,CM,1595266740,96,3.65,10.77,70.83,2.51
420,Palmerston,37,AU,1595266549,82,-12.49,130.98,69.01,3.36
421,Buin,20,CL,1595266740,58,-33.73,-70.75,62.6,3.53
422,Boende,46,CD,1595266740,59,-0.22,20.87,76.37,1.92
423,Nakusp,64,CA,1595266741,64,50.25,-117.8,68.0,5.01
424,Omboué,30,GA,1595266741,79,-1.57,9.26,73.49,7.83
425,Muroto-misakicho,99,JP,1595266741,87,33.28,134.15,79.32,5.82
426,Calama,100,CL,1595266496,2,-22.47,-68.93,73.4,13.73
427,Lala,97,PH,1595266742,93,7.97,123.75,74.37,1.5
428,Potchefstroom,0,ZA,1595266742,35,-26.72,27.1,51.96,1.57
429,Sretensk,76,RU,1595266514,79,52.25,117.71,53.6,9.78
430,Aswān,0,EG,1595266743,13,24.09,32.91,98.92,11.01
431,Severomuysk,100,RU,1595266743,97,56.15,113.43,38.77,5.23
432,Krasnoarmiys'k,45,UA,1595266509,61,48.28,37.18,71.74,7.94
433,Heihe,0,CN,1595266743,82,50.24,127.49,62.6,8.95
434,Thompson,75,CA,1595266744,36,55.74,-97.86,77.0,9.17
435,Maridi,79,SS,1595266744,93,4.92,29.47,68.09,2.93
436,Kitimat,90,CA,1595266744,87,54.05,-128.65,63.0,4.38
437,Dandong,0,CN,1595266745,72,40.13,124.39,64.38,3.11
438,Murgab,40,TM,1595266745,23,37.5,61.97,93.2,9.17
439,Hobyo,83,SO,1595266745,71,5.35,48.53,78.31,28.03
440,Novoagansk,20,RU,1595266745,68,61.94,76.66,57.18,13.2
441,Pemangkat,99,ID,1595266746,87,1.17,108.97,77.32,4.09
442,Tatvan,0,TR,1595266746,21,38.51,42.28,72.64,3.91
443,Fernley,0,US,1595266746,16,39.61,-119.25,91.0,5.01
444,Chul'man,99,RU,1595266746,94,56.85,124.91,56.12,4.36
445,Bonthe,100,SL,1595266747,86,7.53,-12.51,77.68,15.01
446,Tsimmerbude,40,RU,1595266747,82,54.67,20.13,68.0,8.95
447,Paragominas,67,BR,1595266748,45,-2.97,-47.48,90.14,5.35
448,Margate,47,GB,1595266748,47,51.38,1.39,68.0,3.0
449,Mahon,0,ES,1595266748,61,39.89,4.27,80.6,9.17
450,Ilulissat,40,GL,1595266748,46,69.22,-51.1,53.6,4.7
451,Bac Lieu,100,VN,1595266748,75,9.29,105.72,81.81,3.4
452,Two Rivers,40,US,1595266749,60,44.15,-87.57,72.0,5.82
453,Sucúa,90,EC,1595266749,82,-2.47,-78.17,68.0,5.82
454,Tocopilla,100,CL,1595266749,48,-22.09,-70.2,66.47,6.51
455,Quryq,0,KZ,1595266750,35,43.2,51.65,83.25,4.99
456,Palu,71,ID,1595266750,81,-0.89,119.87,75.97,2.91
457,Harper,77,LR,1595266750,83,4.38,-7.72,77.85,11.63
458,Pinar del Río,33,CU,1595266750,69,22.42,-83.7,87.12,9.57
459,Kabare,33,CD,1595266750,69,-2.47,28.82,61.83,1.34
460,Yashkul',0,RU,1595266751,27,46.17,45.34,91.38,4.38
461,Uberlândia,0,BR,1595266751,38,-18.92,-48.28,77.41,11.18
462,Yalvaç,6,TR,1595266751,52,38.3,31.18,74.91,5.93
463,Marystown,99,CA,1595266751,79,47.17,-55.15,67.51,12.62
464,Pyinmana,99,MM,1595266752,90,19.73,96.22,77.02,3.85
465,Kandi,3,BJ,1595266752,67,11.13,2.94,82.83,4.25
466,St. George's,20,GD,1595266707,66,12.06,-61.75,87.8,19.46
467,Lang Son,100,VN,1595266753,94,21.83,106.73,76.19,2.01
468,Tura,100,IN,1595266753,98,25.52,90.22,73.33,4.85
469,Algiers,20,DZ,1595266647,65,36.75,3.04,82.4,14.99
470,Usinsk,4,RU,1595266572,77,65.99,57.53,55.85,1.88
471,Oxelösund,40,SE,1595266754,77,58.67,17.1,64.4,8.05
472,Tezu,100,IN,1595266754,87,27.92,96.17,73.83,3.67
473,Sørland,75,NO,1595266541,76,67.67,12.69,55.4,8.05
474,Herat Province,0,AF,1595266755,14,34.5,62.0,89.6,23.04
475,Karratha,0,AU,1595266555,49,-20.74,116.85,67.6,13.22
476,Sumbe,0,AO,1595266755,86,-11.21,13.84,71.24,5.84
477,Rajanpur,1,PK,1595266755,41,29.1,70.33,101.07,24.72
478,Laas,40,IT,1595266756,35,46.62,10.7,73.4,3.36
479,Hervey Bay,97,AU,1595266756,82,-25.3,152.85,57.0,4.0
480,Uíge,32,AO,1595266756,28,-7.61,15.06,69.03,1.57
481,Turangi,100,NZ,1595266756,90,-39.0,175.93,53.01,3.78
482,Ţahţā,0,EG,1595266757,22,26.77,31.5,98.6,9.17
483,Chase,20,CA,1595266620,51,50.82,-119.69,75.0,1.01
484,Tessalit,18,ML,1595266476,12,20.2,1.01,106.07,9.48
485,Srednekolymsk,99,RU,1595266757,54,67.45,153.68,66.16,10.89
486,Buraidah,77,SA,1595266744,13,26.33,43.98,105.8,8.05
487,Brigham City,1,US,1595266758,13,41.51,-112.02,82.99,8.84
488,Yamada,100,JP,1595266758,91,39.47,141.95,66.58,5.64
489,Lata,20,PT,1595266758,23,40.16,-8.33,93.99,5.01
490,Bilma,0,NE,1595266758,16,18.69,12.92,99.82,11.05
491,Cranbrook,20,CA,1595266759,40,49.5,-115.77,71.6,5.82
492,Shubarkuduk,20,KZ,1595266759,31,49.14,56.49,79.56,8.08
493,Leh,29,IN,1595266759,45,34.17,77.58,57.88,3.58
494,Dera Ghazi Khan,23,PK,1595266760,33,30.06,70.63,104.45,21.09
495,Östersund,100,SE,1595266760,93,63.18,14.64,51.8,8.05
496,Durusu,0,TR,1595266760,78,41.31,28.68,75.99,10.29
497,Whitehorse,75,CA,1595266545,82,60.72,-135.05,59.0,11.41
498,Galveston,98,US,1595266761,85,29.37,-94.97,82.99,3.0
499,Svetlaya,100,RU,1595266761,90,46.54,138.33,61.02,3.4
500,Seoul,90,KR,1595266761,88,37.57,126.98,73.4,2.8
501,Poso,83,ID,1595266762,78,-1.4,120.75,76.39,4.7
502,Nālūt,31,LY,1595266762,22,30.33,10.85,92.93,9.44
503,Sokoni,40,TZ,1595266762,73,-6.43,39.55,77.0,9.17
504,Walvis Bay,0,NA,1595266731,15,-22.96,14.51,80.6,5.82
505,Hokitika,100,NZ,1595266763,83,-42.72,170.97,52.88,10.2
506,Malé,75,MV,1595266763,74,4.17,73.51,84.2,16.11
507,Puerto Peñasco,20,MX,1595266763,84,31.32,-113.53,87.01,8.99
508,Iralaya,40,HN,1595266763,70,15.0,-83.23,89.6,9.17
509,Nome,90,US,1595266764,100,64.5,-165.41,48.99,8.05
510,Kayanza Province,55,BI,1595266764,65,-3.07,29.67,62.15,2.66
511,Cartagena,40,CO,1595266530,59,10.4,-75.51,89.6,9.17
512,Pak Phanang,94,TH,1595266765,80,8.35,100.2,81.3,6.51
513,Chimbote,86,PE,1595266765,71,-9.09,-78.58,65.88,10.11
514,Poum,7,NC,1595266765,61,-20.23,164.02,69.64,12.15
515,Diffa,33,NE,1595266766,37,13.32,12.61,93.09,14.14
516,Talipan,14,PH,1595266766,85,13.93,121.68,79.18,5.97
517,Midland,1,US,1595266766,38,32.0,-102.08,90.0,9.17
518,Kushima,75,JP,1595266766,83,31.46,131.23,80.6,5.82
519,Abu Dhabi,95,AE,1595266598,60,24.47,54.37,96.8,5.82
520,Ukiah,1,US,1595266767,56,39.15,-123.21,82.0,4.7
521,Quetta,2,PK,1595266767,19,30.2,67.01,76.19,3.02
522,Hualmay,63,PE,1595266501,66,-11.1,-77.61,66.09,9.84
523,Tilichiki,66,RU,1595266554,95,60.47,166.1,48.7,2.55
524,Homer,1,US,1595266768,87,59.64,-151.55,60.8,4.7
525,Malinyi,4,TZ,1595266553,57,-8.93,36.13,67.77,3.53
526,Līsakovsk,11,KZ,1595266768,74,52.54,62.49,71.65,10.07
527,Gao,63,ML,1595266769,25,16.64,1.64,98.92,8.1
528,Fort-Shevchenko,0,KZ,1595266769,50,44.51,50.26,85.23,13.65
529,Half Moon Bay,40,US,1595266503,68,37.46,-122.43,71.01,5.82
530,Lengshuitan,99,CN,1595266769,93,26.41,111.6,74.17,0.43
531,Numan,99,NG,1595266770,88,9.47,12.03,76.46,1.48
532,Chengde,40,CN,1595266770,66,40.97,117.94,67.3,0.72
533,Clyde River,90,CA,1595266770,93,70.47,-68.59,46.4,9.17
534,Quatre Cocos,75,MU,1595266770,64,-20.21,57.76,69.8,9.17
535,Highland Springs,75,US,1595266771,46,37.55,-77.33,100.0,6.93
536,Darhan,15,MN,1595266771,68,49.49,105.92,57.54,2.8
537,Nizhniy Kuranakh,100,RU,1595266771,94,58.84,125.49,61.32,0.38
538,Luganville,28,VU,1595266771,72,-15.53,167.17,68.36,3.76
539,Evensk,0,RU,1595266772,72,61.95,159.23,56.37,7.31
540,Salinas,90,US,1595266575,72,36.68,-121.66,62.6,5.82
541,Antalaha,12,MG,1595266772,83,-14.9,50.28,67.55,11.07
542,Labuhan,71,ID,1595266772,87,-6.88,112.21,77.34,7.52
543,Puerto Cabezas,75,NI,1595266773,66,14.04,-83.39,87.8,9.17
544,Vila Velha,40,BR,1595266630,69,-20.33,-40.29,78.01,8.05
545,Shahr-e Bābak,10,IR,1595266773,17,30.12,55.12,74.23,16.4
546,Alice Springs,90,AU,1595266513,66,-23.7,133.88,53.6,6.93
547,Olhão,77,PT,1595266774,30,37.03,-7.84,96.8,6.93
548,Balyaga,67,RU,1595266774,73,51.15,108.92,46.13,1.66
549,Río de Jesús,98,PA,1595266774,76,7.98,-81.16,84.58,4.07
550,Salinópolis,45,BR,1595266775,73,-0.61,-47.36,83.68,12.55
551,Forsytheganj,43,BY,1595266775,77,52.63,29.73,66.15,4.34
552,Wuxue,99,CN,1595266775,92,29.85,115.55,70.56,3.74
553,Abomsa,93,ET,1595266776,54,9.98,39.98,77.52,2.8
554,Salalah,90,OM,1595266747,94,17.02,54.09,80.6,8.05
555,Shakhtinsk,29,KZ,1595266776,77,49.71,72.59,60.8,6.71
556,Bambuí,3,BR,1595266777,40,-20.01,-45.98,78.37,7.78
557,Mount Gambier,75,AU,1595266574,100,-37.83,140.77,44.6,8.05
558,Dawei,100,MM,1595266777,85,14.08,98.2,78.8,2.48
559,Cocobeach,70,GA,1595266778,80,1.0,9.58,76.08,8.39
560,Muros,0,ES,1595266778,63,42.78,-9.06,75.99,17.0
561,Along,100,IN,1595266778,91,28.17,94.77,72.37,0.27
562,Kirillov,100,RU,1595266778,87,59.86,38.38,62.49,3.87
563,Fallon,40,US,1595266779,12,39.47,-118.78,91.0,6.93
564,Pokhara,100,NP,1595266779,86,28.23,83.98,71.69,1.41
565,Krasnokamensk,58,RU,1595266779,67,50.1,118.04,51.75,10.47
566,Debre Tabor,69,ET,1595266780,100,11.85,38.02,53.1,3.53
567,Maningrida,18,AU,1595266780,91,-12.07,134.27,62.42,7.52
568,Nyazepetrovsk,100,RU,1595266780,95,56.05,59.6,62.51,7.78
569,Demyansk,71,RU,1595266780,77,57.64,32.47,65.16,2.8
570,Bani Walid,0,LY,1595266781,57,31.76,13.99,77.95,18.43
571,Conde,75,BR,1595266781,83,-7.26,-34.91,78.8,16.11
572,Sevierville,1,US,1595266719,44,35.87,-83.56,93.2,5.82
573,Kumul,100,CN,1595266782,18,42.8,93.45,89.24,10.2
574,Ponta Delgada,75,PT,1595266782,56,37.73,-25.67,73.4,9.17
575,Khovd,50,MN,1595266782,50,48.01,91.64,69.76,3.98
